3M 1860 IPA
0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
1.1173215006536692,1.1173215006536692,1.1173215006536692,1.1173215006536692,1.1173215006536692,1.1182415551713265,1.1182415551713265,1.1182415551713265,1.1182415551713265,1.118947658763699,1.118947658763699,1.1190906015057238,1.1190906015057238,1.1190906015057238,1.1190906015057238,1.1191101243675543,1.1191101243675543
3m 1870 IPA
0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
1.0746940082525336,1.0746940082525336,1.0746940082525336,1.0746940082525336,1.0746940082525336,1.0746425640137145,1.0746425640137145,1.0746425640137145,1.0746425640137145,1.0746031165591035,1.0746031165591035,1.0745951483445295,1.0745951483445295,1.0745951483445295,1.0745951483445295,1.0745940584993716,1.0745940584993716
H400 x1
0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
0.9554556255654723,0.9554556255654723,0.9554556255654723,0.9554556255654723,0.9554556255654723,0.9570908804018147,0.9570908804018147,0.9570908804018147,0.9570908804018147,0.9583419867388029,0.9583419867388029,0.9585948581418245,0.9585948581418245,0.9585948581418245,0.9585948581418245,0.9586294234033758,0.9586294234033758
H400 x2
0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
1.0144295719218812,1.0144295719218812,1.0144295719218812,1.0144295719218812,1.0144295719218812,1.0152766162352445,1.0152766162352445,1.0152766162352445,1.0152766162352445,1.015925732552383,1.015925732552383,1.0160570266373288,1.0160570266373288,1.0160570266373288,1.0160570266373288,1.0160749803332971,1.0160749803332971
H400 x2 + Polyester
0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
1.1131508886328079,1.1131508886328079,1.1131508886328079,1.1131508886328079,1.1131508886328079,1.1175030174123695,1.1175030174123695,1.1175030174123695,1.1175030174123695,1.1208404482921142,1.1208404482921142,1.1215157914064238,1.1215157914064238,1.1215157914064238,1.1215157914064238,1.1216081360067511,1.1216081360067511
Peel Ply
0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
1.0158959171629514,1.0158959171629514,1.0158959171629514,1.0158959171629514,1.0158959171629514,1.0181674209917684,1.0181674209917684,1.0181674209917684,1.0181674209917684,1.0199027077451768,1.0199027077451768,1.0202531618312314,1.0202531618312314,1.0202531618312314,1.0202531618312314,1.020301048120966,1.020301048120966
Paper Towel x4
0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
0.9763304560815826,0.9763304560815826,0.9763304560815826,0.9763304560815826,0.9763304560815826,0.9780646139561568,0.9780646139561568,0.9780646139561568,0.9780646139561568,0.9793945688382082,0.9793945688382082,0.9796636805849288,0.9796636805849288,0.9796636805849288,0.9796636805849288,0.979700490331961,0.979700490331961
Coffee Filter
0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
0.9977820336961065,0.9977820336961065,0.9977820336961065,0.9977820336961065,0.9977820336961065,0.9978890100981478,0.9978890100981478,0.9978890100981478,0.9978890100981478,0.9979707011867966,0.9979707011867966,0.9979871939797094,0.9979871939797094,0.9979871939797094,0.9979871939797094,0.9979894468885993,0.9979894468885993
Velour Launderedx10
0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
0.9753189817712636,0.9753189817712636,0.9753189817712636,0.9753189817712636,0.9753189817712636,0.9757835629061175,0.9757835629061175,0.9757835629061175,0.9757835629061175,0.9761389067831185,0.9761389067831185,0.9762106987150837,0.9762106987150837,0.9762106987150837,0.9762106987150837,0.9762205241710353,0.9762205241710353
