Sample,Filter,Layers,Voltage,Date,dP,pen_total,0.3,0.37,0.46,0.57,0.71,0.88,1.09,1.35,1.68,2.08,2.58,3.2,3.96,4.92,6.1,7.56,9.37,Total
20,FILTI,1,N,08/03/2021,6,0.8244528581,0.8703793143,0.8538965074,0.8393238548,0.8357055595,0.8072954638,0.8189410632,0.8134738964,0.8125141009,0.8206759443,0.761789601,0.7975460123,0.4,0.5714285714,0,nan,nan,nan,0.8538701525
21,FILTI,1,N,08/03/2021,9,0.7719362521,0.8434797168,0.8258809128,0.7993886495,0.7911942608,0.7780627766,0.7651044178,0.7513873474,0.7614012829,0.7961689587,0.7192982456,0.7357512953,0.96,0.4,2,nan,nan,nan,0.8217558695
22,FILTI_WASH,1,N,08/03/2021,2,0.9642181163,0.9826047759,0.9670139836,0.9561817441,0.914034094,0.9071526112,0.889617219,0.8827962778,0.8493943472,0.8320943953,0.784769963,0.890052356,0.8461538462,0.8571428571,2,nan,nan,nan,0.9617709674
23,FILTI_WASH,1,N,08/03/2021,3,0.8932128366,0.9530971386,0.9283643428,0.8991218261,0.8876466405,0.8525871172,0.8361292601,0.8162936725,0.8187134503,0.8103140158,0.7680090754,0.8050314465,1.032258065,8,nan,0,nan,nan,0.9234893001
24,FILTI_WASH,1,N,08/03/2021,4,0.854999096,0.918975858,0.9023586243,0.8832598604,0.8736606053,0.8360891281,0.8130732967,0.7725897774,0.749899746,0.7600777076,0.6967471144,0.5177664975,0.4848484848,0,0,0,nan,nan,0.8965084398
25,HAL_MASK_IPA,1,N,08/04/2021,17,0.7722572509,0.8846222782,0.8352887457,0.7615894766,0.706568222,0.6281722778,0.5872637051,0.532677604,0.4889009572,0.4249942568,0.3523622047,0.2735042735,0,0,0,0,nan,nan,0.8150014672
26,HAL_MASK_IPA,1,N,08/04/2021,17,0.7658111055,0.8927776593,0.8438670156,0.7700072664,0.7299571502,0.694131955,0.6176787944,0.5859751759,0.5480377957,0.5616918429,0.5045317221,0.5178571429,0.2909090909,0.25,0,0,nan,nan,0.8277686199
27,HAL_MASK_IPA,1,N,08/04/2021,19,0.6984312417,0.8405957918,0.7720348172,0.6786508278,0.6176854569,0.5509308644,0.4990549991,0.4641330535,0.4173169573,0.4089131208,0.354589372,0.2644628099,0.1666666667,0.25,nan,nan,nan,nan,0.7522095303
28,ADVANCHK_SMSx2 + FLANNELx1,1,N,08/11/2021,86,0.4970567121,0.7173121812,0.6160027903,0.4693357556,0.3614527611,0.2615771232,0.2016172918,0.1353790614,0.09607233682,0.05725688848,0.02737520129,0,0,0,0,nan,nan,nan,0.574810495
29,ADVANCHK_SMSx2 + FLANNELx1,1,N,08/11/2021,79,0.5423351159,0.7415610368,0.6433240344,0.503192067,0.3977734425,0.289667421,0.2371929825,0.165176223,0.1199907557,0.07778342654,0.04175543247,0.01716738197,0,0,nan,nan,nan,nan,0.6040640269
30,ADVANCHK_SMSx2 + FLANNELx1,1,N,08/11/2021,71,0.5638643753,0.7372533463,0.647605246,0.5227909071,0.4309003304,0.3273683249,0.2684519853,0.1972356156,0.1619971072,0.1128234952,0.05866425993,0.02521008403,0,0,nan,nan,nan,nan,0.6154054222
31,ADVANCHK_SMSx3 + SATEENx1,1,N,08/11/2021,84,0.5034281661,0.6681423417,0.5794609597,0.452572946,0.3618612608,0.2865233945,0.210026594,0.1496910975,0.1167959862,0.08566415523,0.05510388437,0.02307692308,0,0,0,0,0,nan,0.5489382211
32,ADVANCHK_SMSx3 + SATEENx1,1,N,08/11/2021,90,0.4357689631,0.6029147515,0.5182788734,0.3968847146,0.3009229708,0.2345711738,0.1560017849,0.1104164113,0.08165322581,0.06041456016,0.02918069585,0.01,0,0,0,0,0,nan,0.4918560079
33,ADVANCHK_SMSx3 + SATEENx1,1,N,08/11/2021,96,0.4402231766,0.6075874188,0.5322645383,0.4154857462,0.3319192954,0.2522789649,0.1768162603,0.1191346356,0.08652857353,0.06329931533,0.02132435466,0.01052631579,0,0,0,0,0,nan,0.503649577
34,FILTIx1 + FLANNELx1,1,N,08/11/2021,81,0.01590808661,0.03054914965,0.0173239075,0.01075868649,0.008244245043,0.005717525871,0.004169950927,0.003651228321,0.002215146061,0.002888086643,0.004085801839,0,0,0,0,0,nan,nan,0.01993142712
35,FILTIx1 + FLANNELx1,1,N,08/11/2021,85,0.01710066865,0.02933650497,0.01782465151,0.01115636969,0.008897951617,0.007679080395,0.004727295709,0.003291407077,0.002728699093,0.002540709089,0.003994008987,0,0,0,0,0,nan,nan,0.01974167811
36,FILTIx1 + FLANNELx1,1,N,08/11/2021,71,0.04061935717,0.07765711857,0.04553243328,0.02579029758,0.01950129073,0.01520948692,0.009518653287,0.008033972225,0.005485393545,0.005639476334,0.001539645881,0,0,0,0,0,nan,nan,0.05073015161
37,SMT_FB_THCKx3 + FLANNELx1,1,N,08/13/2021,44,0.6531617848,0.7519627228,0.7414811941,0.6933011035,0.666192157,0.5884353741,0.5809220692,0.5265785736,0.5133202358,0.4444758406,0.4189910979,0.2596153846,0.1935483871,0.25,0.6666666667,nan,nan,nan,0.72035761
38,SMT_FB_THCKx3 + FLANNELx1,1,N,08/13/2021,47,0.6430101518,0.7513351213,0.717245437,0.6686646867,0.6386917677,0.5692977614,0.5654494927,0.510199736,0.4807066481,0.3974641676,0.3075196409,0.2274881517,0,0,0,2,nan,nan,0.7060267329
39,SMT_FB_THCKx3 + FLANNELx1,1,N,08/13/2021,41,0.6010670865,0.7612853076,0.7004338882,0.6347894491,0.5871007657,0.5086357263,0.4857346976,0.408300699,0.3712668358,0.3047968786,0.2445223488,0.1840490798,0.08333333333,0.4,0,0,nan,0,0.6888722532
40,KONAx1 + FLANNELx2,1,N,08/13/2021,91,0.6077787381,0.7334309014,0.667651153,0.5864556606,0.5234606589,0.4439656552,0.393833531,0.2892789884,0.2404874261,0.2061215753,0.1297836938,0.05172413793,0.0303030303,0.2857142857,0,0,nan,0,0.6470733012
41,KONAx1 + FLANNELx2,1,N,08/13/2021,98,0.5546690843,0.7264166831,0.6427011595,0.5518041232,0.4917296342,0.4176139821,0.3511298613,0.2746835443,0.2398687215,0.1945216356,0.1169332598,0.09230769231,0,0,0,0,0,nan,0.631058969
42,KONAx1 + FLANNELx2,1,N,08/13/2021,84,0.5975783476,0.7750797691,0.7152568999,0.6395669263,0.5806060432,0.5137043448,0.4415603551,0.3629976581,0.3201558217,0.2616179002,0.2126068376,0.09594095941,0,0,0,0,0,nan,0.6986725592
43,SMT_FB_THCKx1 + H100x2 + FLANNELx1,1,N,08/13/2021,58,0.3204111316,0.4496381137,0.3568814985,0.2658489986,0.2090121478,0.1644628212,0.1119085665,0.07560046087,0.05751361743,0.04634110573,0.01065088757,0,0,0,0,0,nan,nan,0.3557128634
44,SMT_FB_THCKx1 + H100x2 + FLANNELx1,1,N,08/13/2021,61,0.4036266667,0.5261692684,0.4323654748,0.3289568562,0.2572244821,0.2049517685,0.1430742861,0.09574468085,0.08449294224,0.0758490566,0.02313030069,0.01298701299,0,0,0,0,nan,nan,0.4295703068
45,SMT_FB_THCKx1 + H100x2 + FLANNELx1,1,N,08/13/2021,62,0.3449985129,0.5151084495,0.4221982033,0.3242463887,0.2664612012,0.2166145471,0.1516681138,0.1127062144,0.08517405902,0.08359183673,0.04233483002,0.01075268817,0,0,0,0,nan,nan,0.4199019213
46,PELL_930x2 + LEVEL 2 S.M.x1 +FLANNELx1,1,N,08/13/2021,70,0.01629382605,0.03421548126,0.0166854757,0.007864809864,0.00483545266,0.002549856717,0.001389003331,0.0009914582062,0.001222327855,0.001185677022,0,0,0,0,0,0,nan,nan,0.02057639367
47,PELL_930x2 + LEVEL 2 S.M.x1 +FLANNELx1,1,N,08/13/2021,71,0.00867621972,0.01900497678,0.008543134453,0.003761282907,0.001864112081,0.00115114539,0.000634048399,0.0002045896273,0.0001214919208,0.0002119542179,0.0008658008658,0,0,0,0,0,nan,nan,0.01085336418
48,PELL_930x2 + LEVEL 2 S.M.x1 +FLANNELx1,1,N,08/13/2021,71,0.01933669729,0.04219515097,0.0219998144,0.0112481235,0.006258622133,0.003994130173,0.001926432926,0.001225666907,0.001005151401,0.0008746993221,0,0,0,0,0,0,nan,nan,0.02584564169
49,ADVANCHK_SMSx2 + FLANNELx1 WASH,1,N,08/20/2021,72,0.6307546915,0.8233343159,0.7265877852,0.5876012353,0.5008464046,0.4051550276,0.2836191575,0.2113148202,0.1729762083,0.1300356961,0.06119162641,0.0078125,0,0,0,1,0,0,0.7057030918
50,ADVANCHK_SMSx2 + FLANNELx1 WASH,1,N,08/20/2021,69,0.653082687,0.8349870646,0.7340135882,0.6030795324,0.5066537026,0.4212097307,0.3131711231,0.2387609879,0.186808188,0.1385826772,0.0681693238,0.01673640167,0,0,0,0,nan,nan,0.7169680571
51,ADVANCHK_SMSx2 + FLANNELx1 WASH,1,N,08/20/2021,67,0.6228416892,0.8087461898,0.7133274478,0.5898369517,0.508359581,0.4313063199,0.3061267924,0.2393883964,0.1971977167,0.1580406654,0.1133757962,0.02803738318,0,0.125,0.6666666667,nan,nan,0,0.7022585864
52,ADVANCHK_SMSx3 + SATEENx1 WASH,1,N,08/20/2021,96,0.5299947046,0.7306701122,0.621380657,0.4832959603,0.3922967344,0.2989192718,0.1847021725,0.1252849853,0.08772103131,0.05508982036,0.02168367347,0.008163265306,0,0,0,0,nan,0,0.6174123918
53,ADVANCHK_SMSx3 + SATEENx1 WASH,1,N,08/20/2021,105,0.5232575827,0.7250935541,0.625032556,0.4746505186,0.3777157436,0.2774145571,0.186318253,0.1271385249,0.09349635261,0.06345353675,0.02208588957,0.01438848921,0,0,0,0,nan,0,0.6155892007
54,ADVANCHK_SMSx3 + SATEENx1 WASH,1,N,08/20/2021,97,0.5834896252,0.7684191645,0.680386673,0.5418948054,0.4513796988,0.3540536535,0.2384245493,0.167322719,0.1443942328,0.08480313558,0.02788844622,0,0,0.1538461538,0,0,0,0,0.6673324812
55,SMT_FB_THCKx1 + H100x2 + FLANNELx1 WASH,1,N,08/20/2021,68,0.648766328,0.8219968246,0.7345083327,0.6206873211,0.5437473918,0.4612920448,0.3682573111,0.3108123636,0.263520568,0.1930820857,0.1082581541,0.0487804878,0.02985074627,0,0,0,0,nan,0.7276038173
56,SMT_FB_THCKx1 + H100x2 + FLANNELx1 WASH,1,N,08/20/2021,79,0.6193539365,0.8015375612,0.7180755418,0.5938278976,0.511797758,0.4250295159,0.3261537561,0.2554350673,0.2064662507,0.1633048249,0.09214795587,0.06274509804,0,0,0,0,nan,nan,0.7029994793
57,SMT_FB_THCKx1 + H100x2 + FLANNELx1 WASH,1,N,08/20/2021,67,0.668391731,0.8231315853,0.7457490746,0.6312457919,0.5517205012,0.4741738192,0.3559101817,0.2872593554,0.2373752347,0.1863439931,0.1078894134,0.06299212598,0,0,0.5,0,nan,nan,0.732240846
58,FILTIx1 + FLANNELx1 WASH,1,N,08/20/2021,147,0.3852874367,0.5772750183,0.4416590683,0.3096612197,0.2426453379,0.1809511928,0.1387262497,0.1117565056,0.09505743492,0.07166853303,0.04326587579,0.04237288136,0,0,0,0,nan,nan,0.4569964533
59,FILTIx1 + FLANNELx1 WASH,1,N,08/20/2021,131,0.429976512,0.6240630346,0.4858392389,0.3514961015,0.2855357733,0.2121043401,0.1683428143,0.1424408439,0.1242209781,0.09873751649,0.05818181818,0.04366812227,0,0,0,0,nan,nan,0.5014775986
60,FILTIx1 + FLANNELx1 WASH,1,N,08/20/2021,108,0.4473877851,0.6366914069,0.5124167777,0.3829576062,0.3114865421,0.2356852401,0.1914972993,0.155642471,0.1252996977,0.1123302957,0.07250755287,0.02714932127,0,0,0,nan,nan,nan,0.521745295
61,PELL_930x2 + LEVEL 2 S.M.x1 +FLANNELx1 WASH,1,N,08/20/2021,78,0.4690859245,0.6684972789,0.5480276814,0.4031559395,0.3165377186,0.2281280681,0.1691387021,0.1096014493,0.08772824646,0.05149763531,0.02551381999,0.009661835749,0,0,0,0,nan,nan,0.5486469245
62,PELL_930x2 + LEVEL 2 S.M.x1 +FLANNELx1 WASH,1,N,08/20/2021,84,0.4133180253,0.6053060296,0.4840543363,0.3444616766,0.2601113497,0.1826783818,0.1319758673,0.0859767724,0.05633802817,0.03825717322,0.01737871108,0.03174603175,0,0,0,0,nan,nan,0.4882948393
63,PELL_930x2 + LEVEL 2 S.M.x1 +FLANNELx1 WASH,1,N,08/20/2021,82,0.4310063732,0.6202768595,0.5064493395,0.3655922699,0.2842516429,0.1932493076,0.1414276184,0.09172706823,0.0738049279,0.03716420925,0.02397260274,0,0.05555555556,0,0,nan,nan,nan,0.5087119621
64,SMT_FB_THCKx3 + FLANNELx1 WASH,1,N,08/20/2021,43,0.762685402,0.8670539107,0.8329615242,0.7723462538,0.7303623403,0.6778846924,0.5852340936,0.5218992002,0.5075875254,0.4229556443,0.3535911602,0.1494252874,0.1081081081,0,0,0,nan,nan,0.8237964505
65,SMT_FB_THCKx3 + FLANNELx1 WASH,1,N,08/20/2021,47,0.7876527535,0.8759470141,0.8266574312,0.7635252128,0.7082612918,0.6707539354,0.5647939251,0.4976300154,0.4521405751,0.4091423399,0.3210368893,0.2777777778,0.09302325581,0.6,0,0,nan,nan,0.823619985
66,SMT_FB_THCKx3 + FLANNELx1 WASH,1,N,08/20/2021,45,0.7161340608,0.8268459399,0.7973806814,0.7323113914,0.695585302,0.6195020329,0.5309933364,0.4825291181,0.4577556892,0.4175771971,0.2688391039,0.1898734177,0.125,0,0,nan,nan,nan,0.785998056
67,KONAx1 + FLANNELx2 WASH,1,N,08/20/2021,70,0.6921061251,0.8305937332,0.7699969269,0.691705676,0.6290690826,0.5685608856,0.4857684219,0.4379519815,0.3819444444,0.306319004,0.2082949309,0.1025641026,0.03773584906,0,0,nan,nan,0,0.7699787252
68,KONAx1 + FLANNELx2 WASH,1,N,08/20/2021,70,0.7365096078,0.8408138981,0.7881362915,0.7126188856,0.663604788,0.5922588986,0.5015785676,0.4484567901,0.4196162047,0.3235504653,0.2190045249,0.03652968037,0.08333333333,0,0,nan,nan,0,0.7866422315
69,KONAx1 + FLANNELx2 WASH,1,N,08/20/2021,74,0.6831460674,0.8075003231,0.7538699077,0.6748610325,0.617813965,0.5483201822,0.4640187866,0.3948189763,0.354318344,0.2835892514,0.1487758945,0.1691542289,0,0,0,nan,nan,nan,0.7514448217
70,SMT_FB_THCK,3,N,08/20/2021,17,0.8686813562,0.9213210868,0.9073697654,0.8790368782,0.8623633746,0.8185037931,0.8241251469,0.8003024085,0.7908670406,0.7457283032,0.6603636364,0.6711409396,0.4571428571,0.2222222222,nan,0,0,0,0.9012485366
71,SMT_FB_THCK,3,N,08/20/2021,18,0.8615363863,0.921571601,0.9035031883,0.8667853166,0.8498533376,0.8047561413,0.7916962025,0.7669041882,0.7308020074,0.6785830354,0.6099667774,0.4685714286,0.3888888889,0,0,nan,nan,nan,0.8958115702
72,SMT_FB_THCK,3,N,08/20/2021,18,0.8224879434,0.8941342126,0.8674779236,0.8226928399,0.7978531041,0.7488495328,0.7296779141,0.6958770292,0.6792519407,0.6529332736,0.5369047619,0.3963133641,0.3333333333,1.333333333,0,0,2,nan,0.8594473166
73,SMT_FB_THCK,5,N,08/20/2021,33,0.6859487981,0.8178442609,0.7749495926,0.7096710903,0.6655526494,0.5973963153,0.596550104,0.5466379429,0.5304534922,0.4888279644,0.3736377789,0.2787456446,0.125,0,0,0,0,nan,0.7646124515
74,SMT_FB_THCK,5,N,08/20/2021,30,0.7677743943,0.8568392484,0.8234477381,0.769103876,0.7383466266,0.6588423069,0.6634143705,0.6062154885,0.5730246114,0.5455267337,0.4331625524,0.3248407643,0.1458333333,0,0,0,nan,0,0.8131276498
75,SMT_FB_THCK,5,N,08/20/2021,29,0.779033356,0.8697426922,0.8408569544,0.7891101567,0.7565717762,0.6923161919,0.6810135467,0.6366791879,0.6028001697,0.5481033535,0.4407894737,0.3344051447,0.2,0.1176470588,0,1,nan,0,0.8299359598
76,SMT_FB_THCK,7,N,08/20/2021,45,0.7163783482,0.8190439828,0.8011322169,0.7311359525,0.6986419683,0.6219709394,0.6067954074,0.5587627827,0.5021246459,0.4740528949,0.3606237817,0.2459546926,0.08571428571,0.2,nan,0,nan,nan,0.7798927521
77,SMT_FB_THCK,7,N,08/20/2021,43,0.6135901261,0.7421820726,0.6995946742,0.6218223973,0.5741285192,0.4855436763,0.4827996733,0.4346458194,0.3726280437,0.3107802738,0.2561031783,0.1741935484,0.02380952381,0,0,0,nan,nan,0.6840115253
78,SMT_FB_THCK,7,N,08/20/2021,42,0.6108413701,0.7446735562,0.6961232803,0.6265093877,0.5783789107,0.4909750392,0.491329164,0.4211694014,0.4155607167,0.3302009919,0.253968254,0.1329305136,0.07228915663,0.1111111111,0,nan,nan,nan,0.6851582362
79,ADVANCHK_SMS,1,N,08/20/2021,26,0.8207440812,0.9412343477,0.8856544144,0.8110579188,0.7388172361,0.6435804663,0.6102844997,0.512825253,0.4634387352,0.3826705294,0.2804766269,0.134502924,0.07594936709,0.1052631579,0,nan,nan,nan,0.8712805744
80,ADVANCHK_SMS,1,N,08/20/2021,21,0.8599769134,0.9528924312,0.9216310776,0.8686591058,0.8129155035,0.7514323733,0.6964891628,0.6293135784,0.5595208385,0.4752795366,0.3772342427,0.2073170732,0.1030927835,0,0.3333333333,nan,nan,0,0.9067144204
81,ADVANCHK_SMS,1,N,08/20/2021,25,0.8155432286,0.9236994759,0.8645914986,0.7776859012,0.7173621871,0.6230393684,0.5745494742,0.4773405035,0.4238594061,0.3594586975,0.2419196866,0.08917197452,0.02298850575,0,0,nan,nan,0,0.8508434819
82,ADVANCHK_SMS,2,N,08/20/2021,42,0.6993424175,0.8647238756,0.788404998,0.6741996234,0.5881108903,0.483363374,0.4307989513,0.3312934631,0.284636207,0.2162656904,0.1264894592,0.05660377358,0.05714285714,0,0,nan,nan,nan,0.7697730449
83,ADVANCHK_SMS,2,N,08/20/2021,50,0.5971687651,0.7750008488,0.6957486631,0.5577157062,0.465923806,0.3511261636,0.3092442619,0.2235499346,0.1768057909,0.1392405063,0.06836867157,0.00625,0,0,0,0,nan,nan,0.6689927651
84,ADVANCHK_SMS,2,N,08/20/2021,48,0.6170490094,0.8107430104,0.7078827719,0.5735017933,0.4863127798,0.3706062948,0.3277525539,0.2448643495,0.1935093426,0.137797655,0.0846515605,0.02958579882,0,0,0,0,nan,nan,0.6926795089
85,ADVANCHK_SMS,3,N,08/20/2021,78,0.5242446475,0.7348649108,0.6038245096,0.4520017055,0.3560366009,0.2533259912,0.1997483528,0.1297932416,0.09737175427,0.06277222649,0.01886792453,0.01201201201,0,0,0,0,nan,nan,0.5973836063
86,ADVANCHK_SMS,3,N,08/20/2021,80,0.4385679414,0.6465468968,0.5192819091,0.3737233981,0.2830134656,0.1940902854,0.1480885641,0.0974068222,0.07010037848,0.03897814064,0.02051282051,0.006430868167,0.02222222222,0,0,0,nan,nan,0.5156845396
87,ADVANCHK_SMS,3,N,08/20/2021,67,0.4682819855,0.6596377304,0.5752949228,0.4350607277,0.3495264797,0.2516757276,0.2058602957,0.1412400898,0.1052375547,0.07112375533,0.03391427226,0.01173020528,0,0,0,0,nan,0,0.5537671702
88,FLANNEL,1,N,08/20/2021,23,0.8862901051,0.9485356606,0.9178597677,0.8827315785,0.849744382,0.8081619896,0.7717140661,0.7447492904,0.6993844618,0.6577789995,0.5171249397,0.4147727273,0.1875,0.07142857143,0,nan,nan,0,0.9132020902
89,FLANNEL,1,N,08/20/2021,25,0.8753954064,0.9480683794,0.9109990714,0.8714731697,0.8342532388,0.7856413825,0.7617847889,0.6957200722,0.6585131475,0.6314421828,0.4636502288,0.3573667712,0.2380952381,0.2,0,0,nan,nan,0.9075521094
90,FLANNEL,1,N,08/20/2021,27,0.8461049899,0.9124329494,0.9021117298,0.8444546868,0.8103146278,0.7442168936,0.7222671835,0.651580254,0.6212875536,0.5750421585,0.4971398856,0.3625,0.2162162162,0.5,0,0,nan,nan,0.8810758709
91,FLANNEL,2,N,08/20/2021,53,0.7504873294,0.8569408943,0.8047026083,0.7183441075,0.6550319804,0.5744888023,0.539988453,0.4589477602,0.422761534,0.3537946429,0.2593159775,0.09364548495,0.09836065574,0,0,0,nan,nan,0.7886564515
92,FLANNEL,2,N,08/20/2021,51,0.7606441048,0.8647950885,0.8157767065,0.7392273473,0.6948763012,0.5968384639,0.573178413,0.5078495801,0.4556265674,0.40809123,0.2946954813,0.1718213058,0.1355932203,0,0,0,nan,nan,0.802371023
93,FLANNEL,2,N,08/20/2021,50,0.7444570969,0.8581744276,0.8095192835,0.7344959112,0.6873462718,0.6042106414,0.5813100248,0.5198209719,0.4717436806,0.3981395349,0.2823529412,0.144200627,0.1025641026,0.1428571429,0,0,nan,nan,0.7967688526
94,FLANNEL,3,N,08/20/2021,86,0.6184846857,0.7859586203,0.7054231343,0.6099945197,0.5388371023,0.4352172241,0.40714792,0.3208811381,0.274437299,0.22027833,0.1238095238,0.03761755486,0,0,0,0,0,nan,0.6963056581
95,FLANNEL,3,N,08/20/2021,75,0.663889822,0.8089802635,0.7496710333,0.6602904317,0.6048311633,0.5026438638,0.4684753535,0.395224486,0.3418915593,0.2836918051,0.1598793363,0.03870967742,0.05479452055,0,0.4,0,0,nan,0.7352149256
96,FLANNEL,3,N,08/20/2021,75,0.6255885363,0.7849434361,0.7008266908,0.6082845913,0.5415818784,0.4479282552,0.418414984,0.3371203118,0.2994816011,0.2354116136,0.1677631579,0.04761904762,0,0,0,0,nan,nan,0.6960857851
97,H400,1,N,08/20/2021,40,0.4921767774,0.5499402509,0.424863069,0.2933848769,0.2215447773,0.1545090658,0.1202614748,0.08346801027,0.05878854813,0.0460386951,0.0264131009,0,0.02941176471,0,0,nan,0,nan,0.4277345473
98,H400,1,N,08/20/2021,29,0.2629310345,0.6100328765,0.4921176905,0.3547379143,0.2752059865,0.1953515197,0.1634322488,0.1200289226,0.09394145677,0.06663866723,0.05027652086,0,0,0,0,nan,0,0,0.4891159862
99,H400,1,N,08/20/2021,27,0.2549399893,0.6967094111,0.5809315398,0.4530393975,0.373407668,0.2821223246,0.2410504219,0.1898525417,0.1528358209,0.1174625802,0.05776173285,0.01904761905,0,0,0,2,nan,0,0.5787654634
100,H400,2,N,08/20/2021,58,0.260644917,0.4333801485,0.3199705629,0.2065216852,0.1480197708,0.09509028008,0.06431013535,0.04197770238,0.02387267905,0.01500882872,0.01489971347,0.02281368821,0.025,0,1,0,nan,nan,0.3268207703
101,H400,2,N,08/20/2021,62,0.07592367032,0.415915585,0.3052194503,0.1896227667,0.1320168036,0.08520638013,0.0558539508,0.03250072331,0.02267047483,0.01388068517,0.006049606776,0,0,0,0,0,0,nan,0.3116238666
