Sample,Filter,Layers,Voltage,Date,dP,pen_total,0.3,0.37,0.46,0.57,0.71,0.88,1.09,1.35,1.68,2.08,2.58,3.2,3.96,4.92,6.1,7.56,9.37,Total
102,H400,2,N,08/20/2021,58,0.07933645871,0.4327125948,0.3125052425,0.1967240719,0.1387647855,0.08938191097,0.05667283459,0.03550351288,0.02346243423,0.01757726674,0.005899705015,0,0,0,0,0,0,nan,0.3224511868
103,H400,3,N,08/20/2021,107,0.0755493496,0.1567285369,0.08732677526,0.04048499863,0.02176588951,0.00977937075,0.004403925939,0.00177379452,0.0006937218176,0,0,0,0,0,0,0,nan,nan,0.1020181134
104,H400,3,N,08/20/2021,102,0.9245065553,0.1534673236,0.08669917486,0.04064916475,0.02156232268,0.01153179841,0.00541729644,0.001981127157,0.002321756796,0.002273096282,0.00903808909,0.008658008658,0.03278688525,0,1,nan,nan,nan,0.1019815541
105,H400,3,N,08/20/2021,107,0.9072955885,0.1465444832,0.08341330012,0.03879813249,0.02068577737,0.01067798255,0.004405354678,0.002381596752,0.001207729469,0.001025991792,0,0,0,0.1333333333,0,nan,nan,nan,0.09792505547
106,PELL_930,5,N,08/20/2021,9,0.9250153238,0.9599466182,0.9481480709,0.9273307761,0.9178945902,0.8995577,0.8570801446,0.8455284553,0.8139691068,0.7793350717,0.7175066313,0.64,0.5428571429,0.4761904762,nan,nan,nan,nan,0.944160111
107,PELL_930,5,N,08/20/2021,11,0.8118565605,0.9524171907,0.9312343328,0.9069638476,0.8934228525,0.8650942668,0.8335854766,0.8051165547,0.7840971839,0.7597167585,0.7267119062,0.7192982456,0.5070422535,0.24,0,0,nan,nan,0.9295725037
108,PELL_930,5,N,08/20/2021,10,0.9250153238,0.9684525773,0.9547423304,0.9311262358,0.9152343323,0.8933076301,0.817179127,0.7938419118,0.7595623781,0.7423465651,0.6506575186,0.7193675889,0.3235294118,0.25,0,2,nan,nan,0.9480076868
109,PELL_930,10,N,08/20/2021,24,0.8118565605,0.9132257729,0.8688507364,0.8149322629,0.7780950828,0.7234946118,0.6565426268,0.6067211626,0.6103758602,0.5241172051,0.422705314,0.3775100402,0.3214285714,0.4285714286,0,0,0,nan,0.8634251815
110,PELL_930,10,N,08/20/2021,22,0.8515076268,0.9276855054,0.9036435322,0.8619217762,0.8323062586,0.8045699761,0.7310388691,0.7016633603,0.6662913969,0.5961171229,0.5036642239,0.3174603175,0.1886792453,0.3076923077,0,0,0,0,0.8953751189
111,PELL_930,10,N,08/20/2021,23,0.8519349411,0.9225466794,0.9033997792,0.8764427645,0.8471104114,0.8035172441,0.7452545393,0.7253720583,0.6404947063,0.6207463423,0.5053191489,0.3802281369,0.2068965517,0.25,0,4,nan,0,0.8966579064
112,PELL_930,15,N,08/20/2021,44,0.7600446429,0.8609085233,0.8203899333,0.766823967,0.72420217,0.664393265,0.5903287307,0.546228279,0.4796078794,0.4312773191,0.2807017544,0.1387755102,0.1754385965,0.2857142857,0,0,nan,nan,0.8125281451
113,PELL_930,15,N,08/20/2021,39,0.7825538181,0.8756901114,0.8405028442,0.7833858209,0.7447718298,0.6879027112,0.6019213016,0.5623344877,0.5223880597,0.475613748,0.358056266,0.236453202,0.2222222222,0,0,0,nan,nan,0.8297862031
114,PELL_930,15,N,08/20/2021,40,0.7604370972,0.8610663941,0.8237948149,0.7681945496,0.7241942908,0.6644340929,0.5932161136,0.5261040033,0.4923896499,0.4579361097,0.3411181883,0.2330097087,0.1851851852,0.2222222222,0,nan,nan,nan,0.8141592822
115,OLFN,1,N,08/20/2021,6,0.9710917766,0.9840218608,0.9806041477,0.9728348474,0.9587449267,0.9497644019,0.9446212232,0.9216419823,0.9097772744,0.8947195802,0.8469101124,0.7945205479,0.5517241379,0.5454545455,4,nan,nan,nan,0.9774537596
116,OLFN,1,N,08/20/2021,7,0.9194659171,0.969194178,0.9469220419,0.9124731704,0.8904584976,0.8711743592,0.8111056717,0.808370261,0.7886458145,0.7227919792,0.6873786408,0.6260162602,0.5454545455,0.4,0,nan,nan,0,0.94162896
117,OLFN,1,N,08/20/2021,7,0.9187460013,0.9567109576,0.9373902081,0.9169100198,0.8999091525,0.8815770776,0.857008075,0.8372479937,0.8070393743,0.7715196599,0.7311411992,0.7215686275,0.4857142857,0.5714285714,0,0,0,0,0.9362110578
118,OLFN,2,N,08/20/2021,15,0.8252952056,0.8993222579,0.8752590412,0.8400596809,0.8171043367,0.7819167127,0.7274821208,0.7127867865,0.6721878413,0.6373205742,0.5272727273,0.3291139241,0.2666666667,0.1111111111,0,1,0,nan,0.8698947709
119,OLFN,2,N,08/20/2021,14,0.8830827616,0.9342934911,0.9216740362,0.8899879128,0.8732160379,0.857893406,0.7801513129,0.7522306108,0.7324675325,0.6878937511,0.5820689655,0.4481327801,0.3333333333,0.6666666667,0,1,0,nan,0.913443258
120,OLFN,2,N,08/20/2021,11,0.9225589226,0.969518476,0.9543849365,0.9433135195,0.9369243833,0.9267592149,0.8887311337,0.8689997244,0.8529322086,0.8184770841,0.7718268525,0.6126126126,0.5423728814,0.1538461538,0.4,0.6666666667,nan,nan,0.9557894511
121,OLFN,3,N,08/20/2021,21,0.8672606124,0.937686099,0.9199049091,0.8940268727,0.8740415124,0.8481752483,0.7761589812,0.7693918026,0.7404681591,0.6971982759,0.6248108926,0.407079646,0.4074074074,0.125,1.5,0,0,nan,0.915473164
122,OLFN,3,N,08/20/2021,22,0.8115191224,0.8885396985,0.858175749,0.8143084544,0.7865593024,0.7536920408,0.6709188506,0.6329894595,0.6056308213,0.5657089898,0.4315545244,0.3574879227,0.5283018868,0.1428571429,0,nan,0,nan,0.8533830795
123,OLFN,3,N,08/20/2021,19,0.8642012962,0.944985734,0.9108161868,0.8627138357,0.8292254925,0.7896199898,0.7173106241,0.6742138365,0.667484161,0.6183023384,0.5980465815,0.3959390863,0.2857142857,0.5,0,nan,2,nan,0.9058720394
124,H100,1,N,08/20/2021,14,0.7002181599,0.870556207,0.7742956979,0.6642915121,0.599900782,0.5216207727,0.4133362644,0.3707142104,0.3248850181,0.3167113494,0.1909233177,0.1890547264,0.125,0,0,nan,nan,nan,0.7744058213
125,H100,1,N,08/20/2021,13,0.7518214936,0.9047280722,0.8191099089,0.7184870798,0.656263644,0.566715364,0.4785095112,0.4340614667,0.4040158199,0.3533453888,0.2703533026,0.2222222222,0.1739130435,0.1666666667,0,0,nan,nan,0.8177314104
126,H100,1,N,08/20/2021,13,0.6995094903,0.8734712308,0.7716140991,0.6552198492,0.5790013641,0.4934639532,0.408086123,0.3453392108,0.3285828984,0.2770851624,0.2196020634,0.2262443439,0.1111111111,0,0,0,0,nan,0.7723239149
127,H100,2,N,08/20/2021,26,0.6083519761,0.819878539,0.6901213575,0.5464811726,0.4540755768,0.3679056726,0.2688070871,0.2192834077,0.1846242331,0.1499419473,0.08659793814,0.05490196078,0.02941176471,0,0,0,0,0,0.692569634
128,H100,2,N,08/20/2021,29,0.5728649267,0.7836023668,0.6503647684,0.5040617171,0.4140596126,0.3255205304,0.2290978417,0.1897081014,0.1621048574,0.1235482242,0.05740987984,0.03802281369,0.03773584906,0,0,nan,nan,0,0.6542066145
129,H100,2,N,08/20/2021,27,0.5444506139,0.7462786769,0.6120734362,0.4658078644,0.3803964683,0.3031551123,0.2042356824,0.1585163925,0.1264646465,0.108310992,0.06958942241,0.03347280335,0,0,0,0,nan,nan,0.6194456754
130,H100,3,N,08/20/2021,46,0.3231500339,0.5278774938,0.3815476375,0.2488885018,0.175667459,0.1187317631,0.07060483376,0.05033390364,0.03521126761,0.02195078775,0.005315614618,0,0,0,0,0,0,nan,0.4021798851
131,H100,3,N,08/20/2021,43,0.3482768692,0.5515024569,0.4084414434,0.2696861754,0.2004473485,0.1378691421,0.08414923817,0.05711911933,0.04425451092,0.02971277649,0.01245330012,0,0,0,0,0,0,nan,0.4238404734
132,H100,3,N,08/20/2021,45,0.4353303271,0.6524878653,0.5141181148,0.3687413647,0.2843219644,0.2083889571,0.1360678151,0.105823205,0.07803313736,0.05547042599,0.02135231317,0,0,0,0,0,0,nan,0.5203661831
133,KONA ORNG,1,N,08/20/2021,17,0.9414294932,0.9838073911,0.9714611969,0.949248986,0.9342974979,0.9104445635,0.8797572178,0.855706336,0.8376341226,0.8068077277,0.700120919,0.632034632,0.7346938776,0.4347826087,0,0.6666666667,0,0,0.9664242049
134,KONA ORNG,1,N,08/20/2021,15,0.9454467045,0.985471859,0.9746228182,0.9604808675,0.9462184529,0.9436718332,0.937894562,0.9345549738,0.9014110831,0.9134993447,0.8905405405,0.8648648649,1.076923077,0.5333333333,1.5,0,0,0,0.9735894266
135,KONA ORNG,1,N,08/20/2021,15,0.9116092738,0.9694137147,0.931028833,0.8913351672,0.8551145466,0.8318899166,0.8187753662,0.8018263934,0.7646680746,0.7971982408,0.7219101124,0.5907172996,0.8636363636,0.5714285714,0,0,1,nan,0.9314384992
136,SATEEN,1,N,08/20/2021,26,0.9510493461,0.9827472842,0.9610548829,0.9375421487,0.9104488498,0.8900953664,0.8596364823,0.8213076961,0.7761515668,0.6977750309,0.6553825322,0.5271966527,0.4583333333,0.25,nan,0,0,nan,0.9583604494
137,SATEEN,1,N,08/20/2021,22,0.9091037006,0.9660747036,0.9314979116,0.8912495294,0.8667622945,0.823759162,0.8093816517,0.7896449421,0.7751897409,0.7322323798,0.7237740534,0.625,0.4444444444,0.1333333333,2,nan,nan,nan,0.9297730903
138,SATEEN,1,N,08/20/2021,22,0.9655172414,0.98952942,0.9827266924,0.9646459652,0.9545050824,0.9370782659,0.8919208434,0.8372511754,0.8287472846,0.7790914748,0.6497524752,0.5589519651,0.4117647059,0.2,0,nan,0,nan,0.9764814157
139,LEVEL 2 S.M.,1,N,08/20/2021,50,0.01218530445,0.02636935873,0.01226111269,0.005248648929,0.002944714238,0.001622016166,0.001016959292,0.0007394496382,0,0,0,0,0,0,0,0,0,nan,0.01644489634
140,LEVEL 2 S.M.,1,N,08/20/2021,36,0.03563442256,0.07183199901,0.03834026303,0.01898855854,0.01203864885,0.006167937315,0.004492468509,0.00320016517,0.002490660025,0.0009419152276,0.001274697259,0,0,0,0,2,nan,nan,0.04706918494
141,LEVEL 2 S.M.,1,N,08/20/2021,46,0.01637681159,0.03521605446,0.01634783637,0.007346572879,0.004242798863,0.002139638134,0.001173261373,0.0008200082001,0.0003796146911,0.0003054367746,0,0,0,0,0,nan,nan,nan,0.02195500484
142,SMT_FB_THCK,3,Y,08/20/2021,17,0.8614634146,0.8890854284,0.8681565625,0.8463512494,0.8251775303,0.7829964892,0.762673726,0.810515873,0.6908491344,0.5915119363,0.508361204,0.8,0.4516129032,0.2857142857,0,0,nan,nan,0.8754845471
143,SMT_FB_THCK,3,Y,08/20/2021,17,0.8838932806,0.9025713344,0.8908379063,0.8868116733,0.8781635581,0.8475722188,0.8251259093,0.7835382149,0.7027027027,0.762973352,0.4794952681,0.5714285714,0.0625,0.1818181818,0,nan,nan,nan,0.8959094866
144,SMT_FB_THCK,3,Y,08/20/2021,18,0.8710679223,0.8947253234,0.8782218926,0.8577051828,0.821367547,0.8067153603,0.7724631203,0.7226027397,0.6690712353,0.6186440678,0.5633802817,0.2972972973,0.3333333333,0,0,nan,nan,nan,0.8829780192
145,SMT_FB_THCK,5,Y,08/20/2021,33,0.7908188834,0.8187458038,0.7981820226,0.7607405589,0.7195754211,0.676143936,0.6514164521,0.5567356065,0.5324553151,0.4179104478,0.2419928826,0.301369863,0.1666666667,0,0,nan,nan,nan,0.8024790765
146,SMT_FB_THCK,5,Y,08/20/2021,30,0.8240375123,0.8408844269,0.8253615339,0.7939370462,0.7726446847,0.7385874246,0.6735549566,0.5921908894,0.5875912409,0.5560538117,0.3939393939,0.1846153846,0,0.5,0,nan,nan,nan,0.8280631828
147,SMT_FB_THCK,5,Y,08/20/2021,29,0.7890397672,0.8218311781,0.7993598658,0.7592336749,0.7413057604,0.70321667,0.6651666432,0.5982465188,0.5801393728,0.5098039216,0.4092664093,0.1842105263,0.2580645161,0,0,nan,nan,nan,0.8050732784
148,SMT_FB_THCK,7,Y,08/20/2021,45,0.7598146793,0.7841608279,0.7655268409,0.7357059789,0.7105870434,0.7027727907,0.6112831561,0.4983164983,0.4791133845,0.394437421,0.2794117647,0.1304347826,0.1142857143,0,0,0,nan,nan,0.7697912365
149,SMT_FB_THCK,7,Y,08/20/2021,43,0.6776539021,0.7169727335,0.6736684492,0.6192152798,0.5836332958,0.5250965251,0.4607764391,0.4,0.3655913978,0.2280049566,0.1953125,0.08602150538,0.1212121212,0,0,0,nan,nan,0.688327862
150,SMT_FB_THCK,7,Y,08/20/2021,42,0.700071242,0.7489723208,0.7056938914,0.6519625648,0.5967993435,0.5458927883,0.4957446809,0.4417670683,0.4509090909,0.2584856397,0.1945525292,0.1473684211,0,0,0,0,nan,nan,0.7197318476
151,ADVANCHK_SMS,1,Y,08/20/2021,26,0.8251014078,0.8715544269,0.8359432603,0.7750556095,0.7245710441,0.6612600138,0.5796661608,0.4717470192,0.3930530165,0.3760445682,0.2231075697,0.07228915663,0,0,0,nan,nan,nan,0.8441420968
152,ADVANCHK_SMS,1,Y,08/20/2021,22,0.8273569223,0.8670806441,0.8314210223,0.7824006591,0.7361753124,0.6929895246,0.6469655471,0.5296017223,0.4751580849,0.3911234397,0.3015873016,0.1538461538,0.1,0.2,0,0,nan,nan,0.8424864808
153,ADVANCHK_SMS,1,Y,08/20/2021,26,0.7858508604,0.8468220979,0.7833847709,0.7198665696,0.6453760246,0.5902323376,0.5258931044,0.4781923279,0.3622828784,0.2818428184,0.2274509804,0.03389830508,0,0.3333333333,0,0,nan,nan,0.8070423296
154,ADVANCHK_SMS,2,Y,08/20/2021,43,0.7160085127,0.7791127731,0.7175916348,0.643203976,0.5888266098,0.5024128686,0.4454498449,0.3166175025,0.3055780113,0.2216216216,0.07352941176,0,0,0,0,0,nan,nan,0.7380605295
155,ADVANCHK_SMS,2,Y,08/20/2021,51,0.6316008894,0.7011336795,0.6217033473,0.5272419577,0.4545079004,0.39646624,0.3064123896,0.2317596567,0.1741253051,0.1166666667,0.04528301887,0,0,0,0,nan,nan,nan,0.6495419676
156,ADVANCHK_SMS,2,Y,08/20/2021,48,0.6770250093,0.7485716756,0.6776198042,0.5826392997,0.5121721868,0.4316131361,0.3875243665,0.2356377799,0.1958847737,0.1606648199,0.07627118644,0.0625,0,0,0,nan,nan,nan,0.700317429
157,ADVANCHK_SMS,3,Y,08/20/2021,79,0.5252001884,0.602503207,0.5190680871,0.4208499858,0.3461447024,0.2783764368,0.2048705064,0.1298052921,0.0871751886,0.06709677419,0.01520912548,0,0,0,0,0,nan,nan,0.5487421323
158,ADVANCHK_SMS,3,Y,08/20/2021,80,0.4891846922,0.5696849054,0.4743003,0.3780110317,0.3033549927,0.2333642261,0.1764554353,0.1015075377,0.07064760303,0.03381014304,0.02631578947,0,0,0,0,0,nan,nan,0.5117128538
159,ADVANCHK_SMS,3,Y,08/20/2021,66,0.5136842105,0.584551419,0.4983870968,0.396088769,0.3263556775,0.275932455,0.2076178179,0.1331997997,0.08265802269,0.07378129117,0.01360544218,0.0303030303,0,0,0,0,nan,nan,0.5298486038
160,FLANNEL,1,Y,08/20/2021,23,0.8445253813,0.8818872273,0.8650036026,0.8451635974,0.84031687,0.8099937761,0.7625772286,0.7570731707,0.6650165017,0.6117021277,0.4897959184,0.25,0.2,0.1538461538,0,0,nan,nan,0.8706775479
161,FLANNEL,1,Y,08/20/2021,24,0.7973767526,0.8278422642,0.8135475062,0.7840685784,0.7759158024,0.7410204619,0.711227284,0.6584087661,0.6620808255,0.5452162516,0.3803278689,0.375,0.06666666667,0.3076923077,0,0,nan,nan,0.8161493203
162,FLANNEL,1,Y,08/20/2021,26,0.828668942,0.849338526,0.8339429535,0.8054439849,0.7957210981,0.7573233002,0.702642901,0.6191169335,0.6616915423,0.5859872611,0.4489795918,0.328358209,0.05555555556,0,0,0,nan,nan,0.8370124469
163,FLANNEL,2,Y,08/20/2021,53,0.734992011,0.7732843563,0.7548203962,0.7244174265,0.6963980293,0.6454732695,0.5782571394,0.5346062053,0.4468619247,0.3282828283,0.2374100719,0.03636363636,0.06060606061,0,0,nan,nan,nan,0.7581301958
164,FLANNEL,2,Y,08/20/2021,52,0.7125373946,0.7518510652,0.7183684215,0.6716053403,0.6259684073,0.6136262957,0.5310623698,0.4209550301,0.4192495922,0.3053435115,0.2888888889,0.2121212121,0,0.2,0,nan,nan,nan,0.7278695381
165,FLANNEL,2,Y,08/20/2021,50,0.7408419902,0.7711448496,0.7462390563,0.7003080014,0.6556962665,0.6293172334,0.5663980161,0.5118035883,0.4455364455,0.3568575233,0.277027027,0.2162162162,0,0,0,nan,nan,nan,0.7508489064
166,FLANNEL,3,Y,08/20/2021,85,0.6073414905,0.6572300053,0.6209688936,0.5698549687,0.5210609192,0.4762711864,0.4116075765,0.3207289294,0.2990196078,0.1982434128,0.06349206349,0.0303030303,0,0,0,nan,nan,nan,0.6308189922
167,FLANNEL,3,Y,08/20/2021,75,0.6181575434,0.6674578204,0.6316885749,0.5792814911,0.5430522787,0.4992250732,0.4326570521,0.3602599814,0.262166405,0.2395061728,0.1209964413,0.1090909091,0,0,0,0,nan,nan,0.6534677048
168,FLANNEL,3,Y,08/20/2021,75,0.6462968178,0.6768298696,0.6431224157,0.6004338792,0.5626411725,0.5182284382,0.4638397503,0.3326693227,0.3313807531,0.225464191,0.07575757576,0,0.07692307692,0,0,0,nan,nan,0.6535159635
169,H400,1,Y,08/20/2021,40,0.4108207244,0.4982119171,0.3811452898,0.2916008711,0.2292983769,0.1885577631,0.1332480818,0.07047146402,0.07167235495,0.02849740933,0.0295202952,0,0,0,0,0,nan,nan,0.4336502099
170,H400,1,Y,08/20/2021,29,0.4658024139,0.5495480013,0.4330911528,0.3330957716,0.2687225787,0.2310521123,0.175429853,0.1208053691,0.09894566099,0.08944099379,0.05925925926,0,0,0,0,nan,nan,nan,0.4838119372
171,H400,1,Y,08/20/2021,27,0.5481481481,0.633714306,0.5249002563,0.4245155608,0.3596620693,0.3054519624,0.2537220068,0.1950757576,0.1525840853,0.1306532663,0.07936507937,0,0,0,0,0,nan,nan,0.5706099693
172,H400,2,Y,08/20/2021,56,0.340846619,0.4194344404,0.3066430551,0.207942141,0.1577099788,0.1211631664,0.07963246554,0.04416706673,0.02684563758,0.02033036849,0,0.02702702703,0,0,0,0,0,nan,0.3564637271
173,H400,2,Y,08/20/2021,62,0.3340061515,0.4066709429,0.2950843304,0.202138674,0.1457665214,0.1038837717,0.06206152186,0.05051546392,0.03826086957,0.01655172414,0,0,0,0,nan,0,0,nan,0.3456535196
174,H400,2,Y,08/20/2021,57,0.3178403756,0.397141528,0.2898868005,0.1946643946,0.1402837987,0.1046689629,0.07396683338,0.04663212435,0.03639514731,0.01643835616,0.01680672269,0,0,0,0,0.6666666667,nan,nan,0.3376746973
175,H400,3,Y,08/20/2021,107,0.1079136691,0.1531243392,0.08413810749,0.0404847536,0.0214777282,0.01763315761,0.007841215388,0.002794597112,0,0,0,0,0,0,0,0,nan,nan,0.1180986442
176,H400,3,Y,08/20/2021,102,0.1178603808,0.1619435272,0.08833294858,0.04591036829,0.02416795715,0.01591511936,0.006983414391,0.003833253474,0,0,0,0,0,0,0,nan,nan,nan,0.1250300335
177,H400,3,Y,08/20/2021,107,0.1064450932,0.1478393765,0.07867652021,0.03784944979,0.02083073157,0.01436328604,0.008807247106,0.00484496124,0.00170794193,0,0,0,0,0,0,nan,nan,nan,0.1131772678
178,PELL_930,5,Y,08/20/2021,8,0.8761758915,0.8811059449,0.8773242979,0.8732159394,0.8625273431,0.8587911142,0.8191515152,0.8201571891,0.8196457327,0.6799007444,0.6550522648,0.5625,0.6666666667,0.3333333333,0,nan,0,nan,0.8779265277
179,PELL_930,5,Y,08/20/2021,10,0.9193862114,0.9306022003,0.9347434395,0.9316172962,0.9192185722,0.9200172191,0.8986601705,0.8266166823,0.8155339806,0.7602040816,0.5804195804,0.3823529412,0.6,0,0,0,0,nan,0.9306942525
180,PELL_930,5,Y,08/20/2021,10,0.8905660377,0.9085289745,0.9001475652,0.881637772,0.8656128478,0.8611358376,0.789882294,0.7388096409,0.7443037975,0.7550200803,0.8046875,0.4193548387,0.5833333333,0,nan,0,nan,nan,0.9008745357
181,PELL_930,10,Y,08/20/2021,23,0.7742668788,0.7982117246,0.78781577,0.7691987172,0.7427446368,0.7311847481,0.6697874494,0.655361596,0.6065162907,0.4734799483,0.4534412955,0.2105263158,0.1818181818,0,nan,nan,nan,nan,0.7891381901
182,PELL_930,10,Y,08/20/2021,22,0.7878378378,0.8087602983,0.7941801147,0.7666146462,0.7518153986,0.7282152114,0.7138665646,0.6236036911,0.6074688797,0.6165605096,0.5138339921,0.3448275862,0.5,0,0,nan,nan,nan,0.7973538356
183,PELL_930,10,Y,08/20/2021,23,0.8152753108,0.8423049905,0.8382650083,0.8191419094,0.8079205945,0.7802313354,0.7486284289,0.679316888,0.7109170306,0.5782828283,0.5250965251,0.3142857143,0.3,0,1.333333333,nan,nan,nan,0.8363128101
184,PELL_930,15,Y,08/20/2021,45,0.7333931777,0.7589791658,0.7452924924,0.717492675,0.6868343645,0.660335493,0.6155981827,0.5562015504,0.5288197621,0.3738317757,0.3082706767,0.1212121212,0.1481481481,0.1818181818,0,0,nan,nan,0.7468059338
185,PELL_930,15,Y,08/20/2021,40,0.7266219239,0.763619773,0.7476340515,0.7160280531,0.678660393,0.6720463117,0.6096149006,0.5284629981,0.4801381693,0.4186666667,0.2835820896,0.2535211268,0.1379310345,0,0,0,0,nan,0.7497547857
186,PELL_930,15,Y,08/20/2021,40,0.7796081923,0.7998969875,0.7931802216,0.7665380415,0.7484420958,0.7199162888,0.680808585,0.6365330848,0.5049019608,0.4346701164,0.3082706767,0.1818181818,0.07692307692,0,0,nan,0,nan,0.791122344
187,OLFN,1,Y,08/20/2021,6,0.9959276018,0.988454117,0.9893675089,0.9913382353,0.9641261266,0.9716172795,0.974720161,0.8930530165,0.8999158957,0.8816120907,1.0390625,0.75,0.5185185185,1.555555556,0,nan,nan,nan,0.9877580511
188,OLFN,1,Y,08/20/2021,7,0.9733214762,0.9736022086,0.9662291179,0.9544518822,0.9582510857,0.9338555265,0.9481337857,0.889090086,0.9147909968,0.8613861386,0.8582375479,0.8196721311,0.5,0.2,nan,0,nan,nan,0.9685847331
189,OLFN,1,Y,08/20/2021,7,0.9082568807,0.9284962258,0.9054519713,0.8794869801,0.8657896664,0.8359520189,0.8267262675,0.7811786204,0.7154973015,0.7753530167,0.7769784173,0.6037735849,0.6956521739,0,0,2,nan,nan,0.9138854319
190,OLFN,2,Y,08/20/2021,15,0.8934677773,0.9058217814,0.8857000476,0.8499059792,0.8308164458,0.8159119763,0.7347703843,0.7460465116,0.5633154259,0.6281407035,0.5773195876,0.6428571429,0.2727272727,0,0.5,nan,nan,nan,0.890269374
191,OLFN,2,Y,08/20/2021,14,0.8975917173,0.9078372587,0.879530947,0.8507741846,0.8292842907,0.8217204112,0.7627895454,0.7476635514,0.6317485898,0.654822335,0.6175438596,0.4637681159,0.4347826087,0,0,nan,nan,nan,0.8903631513
192,OLFN,2,Y,08/20/2021,11,0.9153897402,0.9364112574,0.9227296142,0.9053219491,0.8978622328,0.8737949167,0.8454329626,0.8525059666,0.8224455611,0.7393483709,0.8823529412,0.1875,0.4615384615,0.1111111111,nan,0,nan,nan,0.9272534888
193,OLFN,3,Y,08/20/2021,21,0.8816381638,0.9003844511,0.891465097,0.8699080158,0.8494543968,0.8511894116,0.7898024219,0.7575607338,0.7410491257,0.5813060179,0.5849802372,0.5483870968,0.7777777778,0,0,1,nan,nan,0.8919807241
194,OLFN,3,Y,08/20/2021,23,0.8584537738,0.8837432768,0.869364383,0.8393005955,0.7858616067,0.7912908809,0.7329567844,0.6666666667,0.6643538595,0.5226666667,0.5551020408,0.2121212121,0.125,0,0,0,nan,nan,0.8705035705
195,OLFN,3,Y,08/20/2021,20,0.9003987674,0.9102181063,0.8995052381,0.8768107855,0.862333961,0.8527117884,0.865073246,0.8288471305,0.7411764706,0.6374501992,0.6640625,0.5074626866,1,0,0,0,nan,nan,0.9015791339
196,H100,1,Y,08/20/2021,15,0.7360130364,0.8022612669,0.7390986853,0.6743038629,0.6208713273,0.5858675414,0.5180286962,0.4345267288,0.3941368078,0.3028720627,0.2397003745,0.25,0.16,0,0,0,nan,nan,0.7631659146
197,H100,1,Y,08/20/2021,13,0.7162985183,0.7840305776,0.7123181589,0.6409548962,0.5939232087,0.5499175991,0.4925501785,0.4081434804,0.3792544571,0.3149606299,0.2657342657,0.1690140845,0.1538461538,0,0,0,nan,nan,0.7405703704
198,H100,1,Y,08/20/2021,14,0.7323232323,0.7977756857,0.7330432865,0.6588925178,0.5972163009,0.5554883841,0.4985243483,0.416500994,0.3449959317,0.3595800525,0.1870503597,0.2666666667,0.07692307692,0,0,nan,nan,nan,0.756197315
199,H100,2,Y,08/20/2021,27,0.5931472657,0.6729650734,0.5779390446,0.4869335098,0.4182214084,0.3815960489,0.3005093379,0.2235965747,0.183639399,0.1225961538,0.06642066421,0.06666666667,0.08333333333,0,0,0,nan,nan,0.6160569259
200,H100,2,Y,08/20/2021,30,0.5703489664,0.6388491463,0.5315793518,0.434928513,0.3664681414,0.3297089328,0.2559907834,0.205664488,0.1552941176,0.1163055872,0.09120521173,0.06060606061,0,0,0,0,nan,nan,0.5755498909
201,H100,2,Y,08/20/2021,28,0.5517241379,0.6241744405,0.5147303934,0.41581589,0.329243896,0.2876144412,0.2146596859,0.1510658017,0.1319966583,0.1061946903,0.08873720137,0.06060606061,0.09523809524,0,nan,0,nan,nan,0.5592020712
202,H100,3,Y,08/20/2021,46,0.3609619426,0.4396019144,0.3242229839,0.2290221927,0.1769527738,0.1207205508,0.08934707904,0.06045081967,0.03296703297,0.02789400279,0.007782101167,0,0,0,nan,0,nan,nan,0.3760088838
203,H100,3,Y,08/20/2021,44,0.3648208469,0.4434601335,0.3299999123,0.2335970148,0.177748484,0.1349898016,0.09738315324,0.06977937404,0.05226480836,0.04891304348,0.03053435115,0.1967213115,0,0,2,0,nan,nan,0.380204849
204,H100,3,Y,08/20/2021,46,0.4438318401,0.5307481929,0.4216061434,0.3188305899,0.2495135808,0.2164165277,0.1431487624,0.08897876643,0.07685738685,0.06408544726,0.0303030303,0,0,0,0,nan,nan,nan,0.4671198936
