Epoch_UTC,Local_Date_Time,MassConc_1.0,MassConc_2.5,MassConc_4.0,MassConc_10.,NumbConc_0.5,NumbConc_1.0,NumbConc_2.5,NumbConc_4.0,NumbConc_10.,TypPartSize
1621287987.7,2021-05-17T14:46:27.700000-07:00,187.02113342285156,222.31332397460938,242.17857360839844,246.15158081054688,1223.9862060546875,1460.3919677734375,1490.993408203125,1496.35302734375,1497.2691650390625,0.6639612317085266
1621287988.7,2021-05-17T14:46:28.700000-07:00,186.58944702148438,221.7251434326172,241.48388671875,245.43563842773438,1221.3021240234375,1457.0966796875,1487.5567626953125,1492.8892822265625,1493.80126953125,0.6746971011161804
1621287989.7,2021-05-17T14:46:29.700000-07:00,186.3828125,221.2121124267578,240.73223876953125,244.63638305664062,1220.453857421875,1455.753173828125,1485.9268798828125,1491.2010498046875,1492.1048583984375,0.6654642224311829
1621287990.7,2021-05-17T14:46:30.700000-07:00,186.1473388671875,220.62353515625,239.8690185546875,243.71827697753906,1219.4945068359375,1454.22607421875,1484.069580078125,1489.2767333984375,1490.171142578125,0.6605780124664307
1621287991.7,2021-05-17T14:46:31.700000-07:00,186.34117126464844,220.62576293945312,239.70713806152344,243.5234375,1221.1929931640625,1455.969970703125,1485.629638671875,1490.797607421875,1491.686767578125,0.6718964576721191
1621287992.7,2021-05-17T14:46:32.700000-07:00,186.13427734375,220.75108337402344,240.11093139648438,243.98284912109375,1219.1392822265625,1453.9796142578125,1483.9560546875,1489.19091796875,1490.0889892578125,0.7080181837081909
1621287993.7,2021-05-17T14:46:33.700000-07:00,185.74790954589844,220.5399932861328,240.05970764160156,243.9635467529297,1216.14306640625,1450.7120361328125,1480.85986328125,1486.132080078125,1487.0350341796875,0.694186806678772
1621287994.7,2021-05-17T14:46:34.700000-07:00,185.313720703125,220.1378936767578,239.70379638671875,243.61700439453125,1213.08642578125,1447.2064208984375,1477.3907470703125,1482.6729736328125,1483.5767822265625,0.6888387203216553
1621287995.7,2021-05-17T14:46:35.700000-07:00,184.94920349121094,219.80291748046875,239.40965270996094,243.3309783935547,1210.5155029296875,1444.2607421875,1474.4783935546875,1479.769287109375,1480.6739501953125,0.7001884579658508
1621287996.7,2021-05-17T14:46:36.700000-07:00,184.65684509277344,219.6623992919922,239.40565490722656,243.35426330566406,1208.2120361328125,1441.7689208984375,1472.13427734375,1477.457275390625,1478.3660888671875,0.7023727297782898
1621287997.7,2021-05-17T14:46:37.700000-07:00,184.23663330078125,219.3079071044922,239.1238250732422,243.08705139160156,1205.1884765625,1438.3409423828125,1468.774658203125,1474.114013671875,1475.024658203125,0.6921839714050293
1621287998.7,2021-05-17T14:46:38.700000-07:00,183.60560607910156,218.4932098388672,238.18991088867188,242.12911987304688,1201.180419921875,1433.478759765625,1463.7481689453125,1469.0567626953125,1469.9625244140625,0.6838656067848206
