Test Number: 7
Sensor: TSI_3330_Opticle_Particle_Sizer
Start Time: 1622231924.5807483
Stop Time: 1622232037.8674073
Run Time: 113
Samples,Epoch_UTC,0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
1,1,1.023293705398996,1.023293705398996,1.023293705398996,1.023293705398996,1.023293705398996,1.023293705398996,1.023293705398996,1.023293705398996,1.023293705398996,1.0166796810878347,1.0166796810878347,1.0122846053506682,1.0122846053506682,1.0122846053506682,1.0122846053506682,1.011488760021098,1.011488760021098
25,1622231937.0,561546.0,294578.0,152403.0,51128.0,17854.0,16847.0,4514.0,2668.0,1603.0,433.0,85.0,23.0,5.0,1.0,0.0,1.0,1.0
26,1622231997.0,622671.0,337341.0,181687.0,61727.0,22162.0,21449.0,5930.0,3450.0,2033.0,512.0,88.0,19.0,10.0,0.0,0.0,0.0,1.0
