Test Number: 8
Sensor: TSI_3330_Opticle_Particle_Sizer
Start Time: 1622232045.6261592
Stop Time: 1622232155.0392046
Run Time: 110
Samples,Epoch_UTC,0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,1622232057.0,229406.0,98691.0,41796.0,12311.0,3699.0,3332.0,878.0,442.0,265.0,69.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0
28,1622232117.0,177364.0,67977.0,23756.0,5763.0,1394.0,738.0,103.0,42.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
