Test Number: 10
Sensor: TSI_3330_Opticle_Particle_Sizer
Start Time: 1622232284.6984355
Stop Time: 1622232406.034614
Run Time: 122
Samples,Epoch_UTC,0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,1622232297.0,605168.0,320057.0,167975.0,55453.0,18827.0,17990.0,4960.0,2820.0,1663.0,438.0,78.0,23.0,9.0,2.0,0.0,0.0,1.0
32,1622232357.0,617726.0,325556.0,169036.0,55063.0,18315.0,17509.0,4697.0,2548.0,1615.0,375.0,82.0,12.0,5.0,1.0,0.0,0.0,0.0
