Test Number: 1
Sensor: TSI_3330_Opticle_Particle_Sizer
Start Time: 1622231137.603939
Stop Time: 1622231204.1677682
Run Time: 67
Samples,Epoch_UTC,0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
1,1,0.9753135630337968,0.9753135630337968,0.9753135630337968,0.9753135630337968,0.9753135630337968,0.9753135630337968,0.9753135630337968,0.9753135630337968,0.9753135630337968,0.9792294968828174,0.9792294968828174,0.9818706065670493,0.9818706065670493,0.9818706065670493,0.9818706065670493,0.9823523825430627,0.9823523825430627
12,1622231157.0,268213.0,114243.0,45653.0,12868.0,3684.0,2378.0,497.0,185.0,76.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
