Test Number: 7
Sensor: SPS30
Start Time: 1622231924.5807483
Stop Time: 1622232037.8674073
Run Time: 113
Samples,Epoch_UTC,MassConc_1.0,MassConc_2.5,MassConc_4.0,MassConc_10.
1,1,1.023293705398996,1.0166796810878347,1.0122846053506682,1.011488760021098
25,1622231936.9900014,209.96624043782552,247.04049326578777,267.28094991048175,271.32901255289715
26,1622231997.1883323,214.42695159912108,255.7915377298991,279.2968226114909,283.9978535970052
