Test Number: 1
Sensor: SPS30
Start Time: 1622231137.603939
Stop Time: 1622231204.1677682
Run Time: 67
Samples,Epoch_UTC,MassConc_1.0,MassConc_2.5,MassConc_4.0,MassConc_10.
1,1,0.9753135630337968,0.9792294968828174,0.9818706065670493,0.9823523825430627
12,1622231157.0983322,241.7670425415039,283.91040089925133,306.7745076497396,311.34728749593097
