Test Number: 17
Sensor: TSI_3330_Opticle_Particle_Sizer
Start Time: 1622233197.859948
Stop Time: 1622233297.9954684
Run Time: 100
Samples,Epoch_UTC,0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
