Test Number: 14
Sensor: TSI_3330_Opticle_Particle_Sizer
Start Time: 1622232763.253429
Stop Time: 1622232879.7827492
Run Time: 116
Samples,Epoch_UTC,0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,1622232777.0,573354.0,300486.0,154990.0,51945.0,18315.0,16191.0,4142.0,2300.0,1313.0,374.0,75.0,16.0,13.0,2.0,0.0,0.0,2.0
40,1622232837.0,586769.0,306586.0,158671.0,52719.0,18199.0,16136.0,3942.0,2094.0,1270.0,252.0,51.0,9.0,1.0,0.0,0.0,0.0,0.0
