Test Number: 5
Sensor: SPS30
Start Time: 1622231681.2214406
Stop Time: 1622231796.709699
Run Time: 115
Samples,Epoch_UTC,MassConc_1.0,MassConc_2.5,MassConc_4.0,MassConc_10.
1,1,1.0070895015370052,1.0180905251062282,1.0254614317628032,1.0268014385194617
21,1622231697.1661007,216.61855251506225,256.1215522895425,278.0182665808726,282.3976233530853
22,1622231757.0416682,201.60151443481445,236.95101725260417,256.18459040323893,260.03130060831705
