Test Number: 9
Sensor: TSI_3330_Opticle_Particle_Sizer
Start Time: 1622232164.3214638
Stop Time: 1622232280.8909636
Run Time: 116
Samples,Epoch_UTC,0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
1,1,1.126826255815498,1.126826255815498,1.126826255815498,1.126826255815498,1.126826255815498,1.126826255815498,1.126826255815498,1.126826255815498,1.126826255815498,1.1487715117903734,1.1487715117903734,1.163542054429506,1.163542054429506,1.163542054429506,1.163542054429506,1.1662331418794754,1.1662331418794754
29,1622232177.0,547748.0,282091.0,145224.0,46606.0,15926.0,15566.0,4165.0,2426.0,1385.0,342.0,78.0,34.0,7.0,3.0,3.0,0.0,0.0
30,1622232237.0,601846.0,312170.0,162147.0,53199.0,17975.0,17337.0,4675.0,2792.0,1646.0,467.0,98.0,40.0,4.0,4.0,0.0,1.0,0.0
