Test Number: 3
Sensor: SPS30
Start Time: 1620848799.0
Stop Time: 1620848829.0
Run Time: 30
Samples,Epoch_UTC,NumbConc_0.5,NumbConc_1.0,NumbConc_2.5,NumbConc_4.0,NumbConc_10.
N/A
