Test Number: 1
Sensor: TSI_3330_Opticle_Particle_Sizer
Start Time: 1621288913.0
Stop Time: 1621289173.0
Run Time: 260
Samples,Epoch_UTC,0.3_Bin,0.374_Bin,0.465_Bin,0.579_Bin,0.721_Bin,0.897_Bin,1.117_Bin,1.391_Bin,1.732_Bin,2.156_Bin,2.685_Bin,3.343_Bin,4.162_Bin,5.182_Bin,6.451_Bin,8.031_Bin,10.0_Bin
N/A
